[02-18 00:51] === Binance V3 启动 ===
[02-18 00:51] 原则: 均线多头+回调企稳 | 严格止损2%
[02-18 00:51] BTCUSDT: 价格$67,394 | MA20=68,978 | MA50=68,469 | 信号: None
[02-18 12:12] ETHUSDT: 价格$1,989 | MA20=1,997 | MA50=2,001 | 信号: 做空
[02-18 12:17] BTCUSDT: 价格$67,470 | MA20=68,608 | MA50=68,336 | 信号: None
[02-18 12:17] ETHUSDT: 价格$1,991 | MA20=1,997 | MA50=2,001 | 信号: 做空
[02-18 12:22] BTCUSDT: 价格$67,453 | MA20=68,608 | MA50=68,335 | 信号: None
[02-18 12:22] ETHUSDT: 价格$1,991 | MA20=1,997 | MA50=2,001 | 信号: 做空
[02-18 12:27] BTCUSDT: 价格$67,528 | MA20=68,611 | MA50=68,337 | 信号: None
[02-18 12:27] ETHUSDT: 价格$1,994 | MA20=1,997 | MA50=2,001 | 信号: 做空
[02-18 12:32] BTCUSDT: 价格$67,581 | MA20=68,614 | MA50=68,338 | 信号: None
[02-18 12:32] ETHUSDT: 价格$1,998 | MA20=1,998 | MA50=2,001 | 信号: None
[02-18 12:37] BTCUSDT: 价格$67,650 | MA20=68,617 | MA50=68,339 | 信号: None
[02-18 12:37] ETHUSDT: 价格$1,999 | MA20=1,998 | MA50=2,001 | 信号: None
[02-18 12:42] BTCUSDT: 价格$67,609 | MA20=68,615 | MA50=68,338 | 信号: None
[02-18 12:42] ETHUSDT: 价格$1,998 | MA20=1,998 | MA50=2,001 | 信号: None
[02-18 12:47] BTCUSDT: 价格$67,588 | MA20=68,614 | MA50=68,338 | 信号: None
[02-18 12:48] ETHUSDT: 价格$1,997 | MA20=1,997 | MA50=2,001 | 信号: 做空
[02-18 12:53] BTCUSDT: 价格$67,646 | MA20=68,617 | MA50=68,339 | 信号: None
[02-18 12:53] ETHUSDT: 价格$1,999 | MA20=1,998 | MA50=2,001 | 信号: None
[02-18 12:58] BTCUSDT: 价格$67,670 | MA20=68,618 | MA50=68,340 | 信号: None
[02-18 12:58] ETHUSDT: 价格$1,998 | MA20=1,998 | MA50=2,001 | 信号: None
[02-18 13:03] BTCUSDT: 价格$67,573 | MA20=68,504 | MA50=68,287 | 信号: None
[02-18 13:03] ETHUSDT: 价格$1,996 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 13:08] BTCUSDT: 价格$67,520 | MA20=68,501 | MA50=68,286 | 信号: None
[02-18 13:08] ETHUSDT: 价格$1,996 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 13:13] BTCUSDT: 价格$67,612 | MA20=68,506 | MA50=68,288 | 信号: None
[02-18 13:13] ETHUSDT: 价格$1,999 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 13:18] BTCUSDT: 价格$67,599 | MA20=68,505 | MA50=68,288 | 信号: None
[02-18 13:18] ETHUSDT: 价格$1,999 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 13:23] BTCUSDT: 价格$67,610 | MA20=68,506 | MA50=68,288 | 信号: None
[02-18 13:23] ETHUSDT: 价格$1,997 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 13:28] BTCUSDT: 价格$67,664 | MA20=68,508 | MA50=68,289 | 信号: None
[02-18 13:28] ETHUSDT: 价格$1,997 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 13:33] BTCUSDT: 价格$67,710 | MA20=68,511 | MA50=68,290 | 信号: None
[02-18 13:33] ETHUSDT: 价格$1,997 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 13:38] BTCUSDT: 价格$67,710 | MA20=68,511 | MA50=68,290 | 信号: None
[02-18 13:38] ETHUSDT: 价格$1,995 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 13:43] BTCUSDT: 价格$67,706 | MA20=68,511 | MA50=68,290 | 信号: None
[02-18 13:43] ETHUSDT: 价格$1,995 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 13:48] BTCUSDT: 价格$67,694 | MA20=68,510 | MA50=68,290 | 信号: None
[02-18 13:48] ETHUSDT: 价格$1,995 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 13:53] BTCUSDT: 价格$67,742 | MA20=68,512 | MA50=68,291 | 信号: None
[02-18 13:53] ETHUSDT: 价格$1,997 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 13:58] BTCUSDT: 价格$67,822 | MA20=68,516 | MA50=68,292 | 信号: None
[02-18 13:58] ETHUSDT: 价格$1,999 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 14:03] BTCUSDT: 价格$67,810 | MA20=68,516 | MA50=68,292 | 信号: None
[02-18 14:03] ETHUSDT: 价格$2,000 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 14:08] BTCUSDT: 价格$67,800 | MA20=68,515 | MA50=68,292 | 信号: None
[02-18 14:08] ETHUSDT: 价格$1,999 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 14:13] BTCUSDT: 价格$67,802 | MA20=68,515 | MA50=68,292 | 信号: None
[02-18 14:13] ETHUSDT: 价格$1,998 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 14:18] BTCUSDT: 价格$67,874 | MA20=68,519 | MA50=68,293 | 信号: None
[02-18 14:18] ETHUSDT: 价格$1,999 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 14:23] BTCUSDT: 价格$67,851 | MA20=68,518 | MA50=68,293 | 信号: None
[02-18 14:23] ETHUSDT: 价格$2,000 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 14:28] BTCUSDT: 价格$67,865 | MA20=68,518 | MA50=68,293 | 信号: None
[02-18 14:28] ETHUSDT: 价格$2,000 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 14:33] BTCUSDT: 价格$67,716 | MA20=68,511 | MA50=68,290 | 信号: None
[02-18 14:33] ETHUSDT: 价格$1,997 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 14:38] BTCUSDT: 价格$67,714 | MA20=68,511 | MA50=68,290 | 信号: None
[02-18 14:38] ETHUSDT: 价格$1,999 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 14:43] BTCUSDT: 价格$67,624 | MA20=68,506 | MA50=68,288 | 信号: None
[02-18 14:43] ETHUSDT: 价格$1,999 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 14:48] BTCUSDT: 价格$67,681 | MA20=68,509 | MA50=68,290 | 信号: None
[02-18 14:48] ETHUSDT: 价格$2,000 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 14:53] BTCUSDT: 价格$67,666 | MA20=68,508 | MA50=68,289 | 信号: None
[02-18 14:53] ETHUSDT: 价格$1,998 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 14:58] BTCUSDT: 价格$67,669 | MA20=68,509 | MA50=68,289 | 信号: None
[02-18 14:58] ETHUSDT: 价格$1,998 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 15:03] BTCUSDT: 价格$67,638 | MA20=68,507 | MA50=68,289 | 信号: None
[02-18 15:03] ETHUSDT: 价格$1,997 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 15:08] BTCUSDT: 价格$67,717 | MA20=68,511 | MA50=68,290 | 信号: None
[02-18 15:08] ETHUSDT: 价格$2,000 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 15:13] BTCUSDT: 价格$67,754 | MA20=68,513 | MA50=68,291 | 信号: None
[02-18 15:13] ETHUSDT: 价格$2,000 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 15:18] BTCUSDT: 价格$67,780 | MA20=68,514 | MA50=68,292 | 信号: None
[02-18 15:18] ETHUSDT: 价格$2,000 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 15:23] BTCUSDT: 价格$67,744 | MA20=68,512 | MA50=68,291 | 信号: None
[02-18 15:23] ETHUSDT: 价格$1,999 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 15:28] BTCUSDT: 价格$67,876 | MA20=68,519 | MA50=68,294 | 信号: None
[02-18 15:28] ETHUSDT: 价格$2,005 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 15:33] BTCUSDT: 价格$67,837 | MA20=68,517 | MA50=68,293 | 信号: None
[02-18 15:33] ETHUSDT: 价格$2,003 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 15:38] BTCUSDT: 价格$67,899 | MA20=68,520 | MA50=68,294 | 信号: None
[02-18 15:38] ETHUSDT: 价格$2,004 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 15:43] BTCUSDT: 价格$67,898 | MA20=68,520 | MA50=68,294 | 信号: None
[02-18 15:43] ETHUSDT: 价格$2,005 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 15:48] BTCUSDT: 价格$67,920 | MA20=68,521 | MA50=68,294 | 信号: None
[02-18 15:48] ETHUSDT: 价格$2,005 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 15:53] BTCUSDT: 价格$67,878 | MA20=68,519 | MA50=68,294 | 信号: None
[02-18 15:53] ETHUSDT: 价格$2,004 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 15:58] BTCUSDT: 价格$67,840 | MA20=68,517 | MA50=68,293 | 信号: None
[02-18 15:58] ETHUSDT: 价格$2,002 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 16:03] BTCUSDT: 价格$67,860 | MA20=68,518 | MA50=68,293 | 信号: None
[02-18 16:03] ETHUSDT: 价格$2,004 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 16:08] BTCUSDT: 价格$67,837 | MA20=68,517 | MA50=68,293 | 信号: None
[02-18 16:08] ETHUSDT: 价格$2,004 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 16:13] BTCUSDT: 价格$67,793 | MA20=68,515 | MA50=68,292 | 信号: None
[02-18 16:13] ETHUSDT: 价格$2,002 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 16:18] BTCUSDT: 价格$67,768 | MA20=68,514 | MA50=68,291 | 信号: None
[02-18 16:18] ETHUSDT: 价格$2,000 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 16:23] BTCUSDT: 价格$67,703 | MA20=68,510 | MA50=68,290 | 信号: None
[02-18 16:23] ETHUSDT: 价格$1,997 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 16:28] BTCUSDT: 价格$67,739 | MA20=68,512 | MA50=68,291 | 信号: None
[02-18 16:28] ETHUSDT: 价格$1,999 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 16:33] BTCUSDT: 价格$67,799 | MA20=68,515 | MA50=68,292 | 信号: None
[02-18 16:33] ETHUSDT: 价格$2,001 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 16:38] BTCUSDT: 价格$67,950 | MA20=68,523 | MA50=68,295 | 信号: None
[02-18 16:38] ETHUSDT: 价格$2,006 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 16:43] BTCUSDT: 价格$67,971 | MA20=68,524 | MA50=68,295 | 信号: None
[02-18 16:43] ETHUSDT: 价格$2,007 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 16:48] BTCUSDT: 价格$68,168 | MA20=68,534 | MA50=68,299 | 信号: None
[02-18 16:48] ETHUSDT: 价格$2,019 | MA20=1,994 | MA50=1,999 | 信号: None
[02-18 16:53] BTCUSDT: 价格$68,158 | MA20=68,533 | MA50=68,299 | 信号: None
[02-18 16:53] ETHUSDT: 价格$2,018 | MA20=1,994 | MA50=1,999 | 信号: None
[02-18 16:58] BTCUSDT: 价格$68,127 | MA20=68,532 | MA50=68,299 | 信号: None
[02-18 16:58] ETHUSDT: 价格$2,018 | MA20=1,994 | MA50=1,999 | 信号: None
[02-18 17:03] BTCUSDT: 价格$68,125 | MA20=68,439 | MA50=68,270 | 信号: None
[02-18 17:03] ETHUSDT: 价格$2,019 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 17:08] BTCUSDT: 价格$68,184 | MA20=68,442 | MA50=68,272 | 信号: None
[02-18 17:08] ETHUSDT: 价格$2,020 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 17:13] BTCUSDT: 价格$68,194 | MA20=68,442 | MA50=68,272 | 信号: None
[02-18 17:13] ETHUSDT: 价格$2,018 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 17:18] BTCUSDT: 价格$68,408 | MA20=68,453 | MA50=68,276 | 信号: None
[02-18 17:18] ETHUSDT: 价格$2,028 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 17:23] BTCUSDT: 价格$68,311 | MA20=68,448 | MA50=68,274 | 信号: None
[02-18 17:23] ETHUSDT: 价格$2,027 | MA20=1,992 | MA50=1,999 | 信号: None
[02-18 17:28] BTCUSDT: 价格$68,293 | MA20=68,447 | MA50=68,274 | 信号: None
[02-18 17:28] ETHUSDT: 价格$2,031 | MA20=1,993 | MA50=1,999 | 信号: None
[02-18 17:33] BTCUSDT: 价格$68,226 | MA20=68,444 | MA50=68,272 | 信号: None
[02-18 17:33] ETHUSDT: 价格$2,027 | MA20=1,992 | MA50=1,999 | 信号: None
[02-18 17:38] BTCUSDT: 价格$68,169 | MA20=68,441 | MA50=68,271 | 信号: None
[02-18 17:38] ETHUSDT: 价格$2,023 | MA20=1,992 | MA50=1,999 | 信号: None
[02-18 17:43] BTCUSDT: 价格$68,175 | MA20=68,442 | MA50=68,271 | 信号: None
[02-18 17:43] ETHUSDT: 价格$2,023 | MA20=1,992 | MA50=1,999 | 信号: None
[02-18 17:48] BTCUSDT: 价格$68,164 | MA20=68,441 | MA50=68,271 | 信号: None
[02-18 17:48] ETHUSDT: 价格$2,023 | MA20=1,992 | MA50=1,999 | 信号: None
[02-18 17:53] BTCUSDT: 价格$68,126 | MA20=68,439 | MA50=68,270 | 信号: None
[02-18 17:53] ETHUSDT: 价格$2,021 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 17:58] BTCUSDT: 价格$68,139 | MA20=68,440 | MA50=68,271 | 信号: None
[02-18 17:58] ETHUSDT: 价格$2,021 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 18:03] BTCUSDT: 价格$68,048 | MA20=68,435 | MA50=68,269 | 信号: None
[02-18 18:03] ETHUSDT: 价格$2,018 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 18:08] BTCUSDT: 价格$68,010 | MA20=68,433 | MA50=68,268 | 信号: None
[02-18 18:08] ETHUSDT: 价格$2,017 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 18:13] BTCUSDT: 价格$68,161 | MA20=68,441 | MA50=68,271 | 信号: None
[02-18 18:13] ETHUSDT: 价格$2,019 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 18:18] BTCUSDT: 价格$68,208 | MA20=68,443 | MA50=68,272 | 信号: None
[02-18 18:18] ETHUSDT: 价格$2,019 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 18:23] BTCUSDT: 价格$68,199 | MA20=68,443 | MA50=68,272 | 信号: None
[02-18 18:23] ETHUSDT: 价格$2,020 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 18:28] BTCUSDT: 价格$68,194 | MA20=68,442 | MA50=68,272 | 信号: None
[02-18 18:28] ETHUSDT: 价格$2,021 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 18:33] BTCUSDT: 价格$68,212 | MA20=68,443 | MA50=68,272 | 信号: None
[02-18 18:33] ETHUSDT: 价格$2,022 | MA20=1,992 | MA50=1,999 | 信号: None
[02-18 18:38] BTCUSDT: 价格$68,240 | MA20=68,445 | MA50=68,273 | 信号: None
[02-18 18:38] ETHUSDT: 价格$2,021 | MA20=1,992 | MA50=1,999 | 信号: None
[02-18 18:43] BTCUSDT: 价格$68,254 | MA20=68,446 | MA50=68,273 | 信号: None
[02-18 18:43] ETHUSDT: 价格$2,022 | MA20=1,992 | MA50=1,999 | 信号: None
[02-18 18:48] BTCUSDT: 价格$68,240 | MA20=68,445 | MA50=68,273 | 信号: None
[02-18 18:48] ETHUSDT: 价格$2,021 | MA20=1,992 | MA50=1,999 | 信号: None
[02-18 18:53] BTCUSDT: 价格$68,209 | MA20=68,443 | MA50=68,272 | 信号: None
[02-18 18:53] ETHUSDT: 价格$2,019 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 18:58] BTCUSDT: 价格$68,189 | MA20=68,442 | MA50=68,272 | 信号: None
[02-18 18:58] ETHUSDT: 价格$2,017 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 19:03] BTCUSDT: 价格$68,103 | MA20=68,438 | MA50=68,270 | 信号: None
[02-18 19:03] ETHUSDT: 价格$2,014 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 19:08] BTCUSDT: 价格$68,150 | MA20=68,440 | MA50=68,271 | 信号: None
[02-18 19:08] ETHUSDT: 价格$2,017 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 19:13] BTCUSDT: 价格$68,184 | MA20=68,442 | MA50=68,272 | 信号: None
[02-18 19:13] ETHUSDT: 价格$2,018 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 19:18] BTCUSDT: 价格$68,102 | MA20=68,438 | MA50=68,270 | 信号: None
[02-18 19:18] ETHUSDT: 价格$2,015 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 19:23] BTCUSDT: 价格$68,023 | MA20=68,434 | MA50=68,268 | 信号: None
[02-18 19:23] ETHUSDT: 价格$2,012 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 19:28] BTCUSDT: 价格$68,012 | MA20=68,433 | MA50=68,268 | 信号: None
[02-18 19:28] ETHUSDT: 价格$2,011 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 19:33] BTCUSDT: 价格$68,000 | MA20=68,433 | MA50=68,268 | 信号: None
[02-18 19:33] ETHUSDT: 价格$2,009 | MA20=1,992 | MA50=1,998 | 信号: None
[02-18 19:38] BTCUSDT: 价格$67,887 | MA20=68,427 | MA50=68,266 | 信号: None
[02-18 19:38] ETHUSDT: 价格$2,005 | MA20=1,991 | MA50=1,998 | 信号: None
[02-18 19:43] BTCUSDT: 价格$67,818 | MA20=68,424 | MA50=68,264 | 信号: None
[02-18 19:43] ETHUSDT: 价格$2,000 | MA20=1,991 | MA50=1,998 | 信号: None
[02-18 19:48] BTCUSDT: 价格$67,810 | MA20=68,423 | MA50=68,264 | 信号: None
[02-18 19:48] ETHUSDT: 价格$1,999 | MA20=1,991 | MA50=1,998 | 信号: None
[02-18 19:53] BTCUSDT: 价格$67,824 | MA20=68,424 | MA50=68,264 | 信号: None
[02-18 19:53] ETHUSDT: 价格$1,998 | MA20=1,991 | MA50=1,998 | 信号: None
[02-18 19:58] BTCUSDT: 价格$67,798 | MA20=68,423 | MA50=68,264 | 信号: None
[02-18 19:58] ETHUSDT: 价格$1,997 | MA20=1,991 | MA50=1,998 | 信号: None
[02-18 20:03] BTCUSDT: 价格$67,791 | MA20=68,422 | MA50=68,264 | 信号: None
[02-18 20:03] ETHUSDT: 价格$1,997 | MA20=1,991 | MA50=1,998 | 信号: None
[02-18 20:08] BTCUSDT: 价格$67,396 | MA20=68,403 | MA50=68,256 | 信号: None
[02-18 20:08] ETHUSDT: 价格$1,985 | MA20=1,990 | MA50=1,998 | 信号: 做空
[02-18 20:13] BTCUSDT: 价格$67,297 | MA20=68,398 | MA50=68,254 | 信号: None
[02-18 20:13] ETHUSDT: 价格$1,981 | MA20=1,990 | MA50=1,998 | 信号: 做空
[02-18 20:18] BTCUSDT: 价格$67,325 | MA20=68,399 | MA50=68,254 | 信号: None
[02-18 20:18] ETHUSDT: 价格$1,982 | MA20=1,990 | MA50=1,998 | 信号: 做空
[02-18 20:23] BTCUSDT: 价格$67,378 | MA20=68,402 | MA50=68,255 | 信号: None
[02-18 20:23] ETHUSDT: 价格$1,984 | MA20=1,990 | MA50=1,998 | 信号: 做空
[02-18 20:28] BTCUSDT: 价格$67,435 | MA20=68,405 | MA50=68,257 | 信号: None
[02-18 20:28] ETHUSDT: 价格$1,983 | MA20=1,990 | MA50=1,998 | 信号: 做空
[02-18 20:33] BTCUSDT: 价格$67,446 | MA20=68,405 | MA50=68,257 | 信号: None
[02-18 20:33] ETHUSDT: 价格$1,984 | MA20=1,990 | MA50=1,998 | 信号: 做空
[02-18 20:38] BTCUSDT: 价格$67,514 | MA20=68,408 | MA50=68,258 | 信号: None
[02-18 20:38] ETHUSDT: 价格$1,984 | MA20=1,990 | MA50=1,998 | 信号: 做空
[02-18 20:43] BTCUSDT: 价格$67,484 | MA20=68,407 | MA50=68,258 | 信号: None
[02-18 20:43] ETHUSDT: 价格$1,983 | MA20=1,990 | MA50=1,998 | 信号: 做空
[02-18 20:48] BTCUSDT: 价格$67,527 | MA20=68,409 | MA50=68,258 | 信号: None
[02-18 20:48] ETHUSDT: 价格$1,987 | MA20=1,990 | MA50=1,998 | 信号: 做空
[02-18 20:53] BTCUSDT: 价格$67,559 | MA20=68,411 | MA50=68,259 | 信号: None
[02-18 20:53] ETHUSDT: 价格$1,989 | MA20=1,991 | MA50=1,998 | 信号: 做空
[02-18 20:58] BTCUSDT: 价格$67,397 | MA20=68,403 | MA50=68,256 | 信号: None
[02-18 20:58] ETHUSDT: 价格$1,982 | MA20=1,990 | MA50=1,998 | 信号: 做空
[02-18 21:03] BTCUSDT: 价格$67,496 | MA20=68,235 | MA50=68,227 | 信号: None
[02-18 21:03] ETHUSDT: 价格$1,985 | MA20=1,985 | MA50=1,997 | 信号: 做空
[02-18 21:08] BTCUSDT: 价格$67,640 | MA20=68,242 | MA50=68,230 | 信号: None
[02-18 21:08] ETHUSDT: 价格$1,986 | MA20=1,985 | MA50=1,997 | 信号: None
[02-18 21:13] BTCUSDT: 价格$67,594 | MA20=68,240 | MA50=68,229 | 信号: None
[02-18 21:13] ETHUSDT: 价格$1,985 | MA20=1,985 | MA50=1,997 | 信号: 做空
[02-18 21:18] BTCUSDT: 价格$67,614 | MA20=68,241 | MA50=68,229 | 信号: None
[02-18 21:18] ETHUSDT: 价格$1,984 | MA20=1,985 | MA50=1,997 | 信号: 做空
[02-18 21:23] BTCUSDT: 价格$67,495 | MA20=68,235 | MA50=68,227 | 信号: None
[02-18 21:23] ETHUSDT: 价格$1,978 | MA20=1,985 | MA50=1,997 | 信号: 做空
[02-18 21:28] BTCUSDT: 价格$67,563 | MA20=68,238 | MA50=68,228 | 信号: None
[02-18 21:28] ETHUSDT: 价格$1,981 | MA20=1,985 | MA50=1,997 | 信号: 做空
[02-18 21:33] BTCUSDT: 价格$67,406 | MA20=68,230 | MA50=68,225 | 信号: None
[02-18 21:33] ETHUSDT: 价格$1,976 | MA20=1,984 | MA50=1,997 | 信号: 做空
[02-18 21:38] BTCUSDT: 价格$67,438 | MA20=68,232 | MA50=68,226 | 信号: None
[02-18 21:38] ETHUSDT: 价格$1,977 | MA20=1,984 | MA50=1,997 | 信号: 做空
[02-18 21:43] BTCUSDT: 价格$67,526 | MA20=68,236 | MA50=68,227 | 信号: None
[02-18 21:43] ETHUSDT: 价格$1,983 | MA20=1,985 | MA50=1,997 | 信号: 做空
[02-18 21:48] BTCUSDT: 价格$67,536 | MA20=68,237 | MA50=68,228 | 信号: None
[02-18 21:48] ETHUSDT: 价格$1,985 | MA20=1,985 | MA50=1,997 | 信号: None
[02-18 21:53] BTCUSDT: 价格$67,587 | MA20=68,239 | MA50=68,229 | 信号: None
[02-18 21:53] ETHUSDT: 价格$1,986 | MA20=1,985 | MA50=1,997 | 信号: None
[02-18 21:58] BTCUSDT: 价格$67,510 | MA20=68,235 | MA50=68,227 | 信号: None
[02-18 21:58] ETHUSDT: 价格$1,984 | MA20=1,985 | MA50=1,997 | 信号: 做空
[02-18 22:03] BTCUSDT: 价格$67,487 | MA20=68,234 | MA50=68,227 | 信号: None
[02-18 22:03] ETHUSDT: 价格$1,982 | MA20=1,985 | MA50=1,997 | 信号: 做空
[02-18 22:08] BTCUSDT: 价格$67,541 | MA20=68,237 | MA50=68,228 | 信号: None
[02-18 22:08] ETHUSDT: 价格$1,986 | MA20=1,985 | MA50=1,997 | 信号: None
[02-18 22:13] BTCUSDT: 价格$67,557 | MA20=68,238 | MA50=68,228 | 信号: None
[02-18 22:13] ETHUSDT: 价格$1,987 | MA20=1,985 | MA50=1,997 | 信号: None
[02-18 22:18] BTCUSDT: 价格$67,540 | MA20=68,237 | MA50=68,228 | 信号: None
[02-18 22:18] ETHUSDT: 价格$1,990 | MA20=1,985 | MA50=1,997 | 信号: None
[02-18 22:23] BTCUSDT: 价格$67,510 | MA20=68,235 | MA50=68,227 | 信号: None
[02-18 22:23] ETHUSDT: 价格$1,988 | MA20=1,985 | MA50=1,997 | 信号: None
[02-18 22:28] BTCUSDT: 价格$67,480 | MA20=68,234 | MA50=68,226 | 信号: None
[02-18 22:28] ETHUSDT: 价格$1,987 | MA20=1,985 | MA50=1,997 | 信号: None
[02-18 22:33] BTCUSDT: 价格$67,380 | MA20=68,229 | MA50=68,225 | 信号: None
[02-18 22:33] ETHUSDT: 价格$1,983 | MA20=1,985 | MA50=1,997 | 信号: 做空
[02-18 22:38] BTCUSDT: 价格$67,384 | MA20=68,229 | MA50=68,225 | 信号: None
[02-18 22:38] ETHUSDT: 价格$1,985 | MA20=1,985 | MA50=1,997 | 信号: 做空
[02-18 22:43] BTCUSDT: 价格$67,278 | MA20=68,224 | MA50=68,222 | 信号: None
[02-18 22:43] ETHUSDT: 价格$1,976 | MA20=1,984 | MA50=1,997 | 信号: 做空
[02-18 22:48] BTCUSDT: 价格$67,167 | MA20=68,218 | MA50=68,220 | 信号: 做空
[02-18 22:48] ETHUSDT: 价格$1,967 | MA20=1,984 | MA50=1,997 | 信号: 做空
[02-18 22:53] BTCUSDT: 价格$67,113 | MA20=68,216 | MA50=68,219 | 信号: 做空
[02-18 22:53] ETHUSDT: 价格$1,967 | MA20=1,984 | MA50=1,997 | 信号: 做空
[02-18 22:58] BTCUSDT: 价格$67,243 | MA20=68,222 | MA50=68,222 | 信号: None
[02-18 22:58] ETHUSDT: 价格$1,971 | MA20=1,984 | MA50=1,997 | 信号: 做空
[02-18 23:03] BTCUSDT: 价格$67,298 | MA20=68,225 | MA50=68,223 | 信号: None
[02-18 23:03] ETHUSDT: 价格$1,973 | MA20=1,984 | MA50=1,997 | 信号: 做空
[02-18 23:08] BTCUSDT: 价格$67,311 | MA20=68,225 | MA50=68,223 | 信号: None
[02-18 23:08] ETHUSDT: 价格$1,974 | MA20=1,984 | MA50=1,997 | 信号: 做空
[02-18 23:13] BTCUSDT: 价格$67,262 | MA20=68,223 | MA50=68,222 | 信号: None
[02-18 23:13] ETHUSDT: 价格$1,971 | MA20=1,984 | MA50=1,997 | 信号: 做空
[02-18 23:18] BTCUSDT: 价格$67,106 | MA20=68,215 | MA50=68,219 | 信号: 做空
[02-18 23:18] ETHUSDT: 价格$1,966 | MA20=1,984 | MA50=1,997 | 信号: 做空
[02-18 23:23] BTCUSDT: 价格$67,142 | MA20=68,217 | MA50=68,220 | 信号: 做空
[02-18 23:23] ETHUSDT: 价格$1,970 | MA20=1,984 | MA50=1,997 | 信号: 做空
[02-18 23:28] BTCUSDT: 价格$67,208 | MA20=68,220 | MA50=68,221 | 信号: 做空
[02-18 23:28] ETHUSDT: 价格$1,972 | MA20=1,984 | MA50=1,997 | 信号: 做空
[02-18 23:33] BTCUSDT: 价格$67,285 | MA20=68,224 | MA50=68,223 | 信号: None
[02-18 23:33] ETHUSDT: 价格$1,976 | MA20=1,984 | MA50=1,997 | 信号: 做空
[02-18 23:38] BTCUSDT: 价格$67,187 | MA20=68,219 | MA50=68,221 | 信号: 做空
[02-18 23:38] ETHUSDT: 价格$1,974 | MA20=1,984 | MA50=1,997 | 信号: 做空
[02-18 23:43] BTCUSDT: 价格$67,146 | MA20=68,217 | MA50=68,220 | 信号: 做空
